observableId	preequilibrationConditionId	simulationConditionId	simulatedData	time	observableParameters	noiseParameters	observableTransformation
Ca		model1_data1	-0.438544035083477	0.0294848666192	0.300763662073359;0.658073142979721	0.104922918935031	log10
Ca		model1_data1	-0.430188594730359	0.14762089887346	0.300763662073359;0.658073142979721	0.104922918935031	log10
Ca		model1_data1	-0.420180204886103	0.312814778251963	0.300763662073359;0.658073142979721	0.104922918935031	log10
Ca		model1_data1	-0.4099454973253	0.445614617504838	0.300763662073359;0.658073142979721	0.104922918935031	log10
Ca		model1_data1	-0.395260675676542	0.566227378555111	0.300763662073359;0.658073142979721	0.104922918935031	log10
Ca		model1_data1	-0.234111617367802	0.699263096740939	0.300763662073359;0.658073142979721	0.104922918935031	log10
Ca		model1_data1	-0.104756641913939	0.724620082033451	0.300763662073359;0.658073142979721	0.104922918935031	log10
Ca		model1_data1	-0.008348934614515	0.790626870104966	0.300763662073359;0.658073142979721	0.104922918935031	log10
Ca		model1_data1	-0.057755863361033	0.840515264424652	0.300763662073359;0.658073142979721	0.104922918935031	log10
Ca		model1_data1	-0.144819189616679	0.922325941004058	0.300763662073359;0.658073142979721	0.104922918935031	log10
Ca		model1_data1	-0.2101073121675	1.01797484831674	0.300763662073359;0.658073142979721	0.104922918935031	log10
Ca		model1_data1	-0.244202458938075	1.09094006491039	0.300763662073359;0.658073142979721	0.104922918935031	log10
Ca		model1_data1	-0.271298461428266	1.16767934443129	0.300763662073359;0.658073142979721	0.104922918935031	log10
Ca		model1_data1	-0.286099934621633	1.22385784362974	0.300763662073359;0.658073142979721	0.104922918935031	log10
Ca		model1_data1	-0.300321649493891	1.30260209408075	0.300763662073359;0.658073142979721	0.104922918935031	log10
Ca		model1_data1	-0.306386456929109	1.38740057047757	0.300763662073359;0.658073142979721	0.104922918935031	log10
Ca		model1_data1	-0.305100627637147	1.42502326028367	0.300763662073359;0.658073142979721	0.104922918935031	log10
Ca		model1_data1	-0.295655119338651	1.50801333152784	0.300763662073359;0.658073142979721	0.104922918935031	log10
Ca		model1_data1	-0.301352964757187	1.63487688430138	0.300763662073359;0.658073142979721	0.104922918935031	log10
Ca		model1_data1	-0.310897106090849	1.74353844608201	0.300763662073359;0.658073142979721	0.104922918935031	log10
Ca		model1_data1	-0.297006694520015	1.84535951880698	0.300763662073359;0.658073142979721	0.104922918935031	log10
Ca		model1_data1	-0.296377169127912	1.96896007967466	0.300763662073359;0.658073142979721	0.104922918935031	log10
Ca		model1_data1	-0.310991596900316	2.04676081439386	0.300763662073359;0.658073142979721	0.104922918935031	log10
Ca		model1_data1	-0.318412873871476	2.13851771931281	0.300763662073359;0.658073142979721	0.104922918935031	log10
Ca		model1_data1	-0.277350234127929	2.26373011955567	0.300763662073359;0.658073142979721	0.104922918935031	log10
Ca		model1_data1	-0.28822369509202	2.33386478895388	0.300763662073359;0.658073142979721	0.104922918935031	log10
Ca		model1_data1	-0.309219685431771	2.40171929533353	0.300763662073359;0.658073142979721	0.104922918935031	log10
Ca		model1_data1	-0.361775935409852	2.54812148638673	0.300763662073359;0.658073142979721	0.104922918935031	log10
Ca		model1_data1	-0.42691207526362	2.60830992744539	0.300763662073359;0.658073142979721	0.104922918935031	log10
